Film,Rotten Tomatoes % critics,Metacritic % critics,Average critics %,Rotten Tomatoes Audience %,Metacritic Audience %,Rotten Tomatoes vs Metacritic % deviance,Average audience %,Audience vs Critics deviance %,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),% of Gross earned abroad,Budget ($million),% Budget recovered,% Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
88 Minutes,5.0,17.0,11,51.0,51.0,0,51,-40,thriller,"mystery, thriller",original screenplay,7.0,7000000.0,17.21,17210000.0,15.38,15380000,32590000.0,32.59,0.471923903,30.0,1.086333333,0.2333333333,2008.0,,,http://www.amazon.com/gp/product/B001G6DXLK/?tag=titb-20
Steve Jobs,85.0,82.0,83.5,77.0,63.0,14,70,13.5,drama,drama,based on a true story,7.105735,7105735.0,16.658868,16658868.0,15.9,15900000,32558868.0,32.558868,0.4883462165,30.0,1.0852956,0.2368578333,2015.0,,,http://www.amazon.com/gp/product/B016C9WTP6/?tag=titb-20
Overlord,81.0,60.0,70.5,72.0,72.0,0,72,-1.5,Horror,Horror,original screenplay,10.202108,10202108.0,21.704844,21704844.0,19.501211,19501211,41206055.0,412.06055,0.4732608108,38.0,1.084369868,0.2684765263,2018.0,,,https://www.amazon.com/Overlord-Jovan-Adepo/dp/B07JZBDZRH/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975406&sr=1-1&keywords=Overlord
Case 39,23.0,25.0,24,42.0,57.0,-15,49.5,-25.5,horror,"horror, mystery, thriller",original screenplay,5.4,5400000.0,13.26,13260000.0,14.93,14930000,28190000.0,28.19,0.5296204328,26.0,1.084230769,0.2076923077,2010.0,,,http://www.amazon.com/gp/product/B004I92OLW/?tag=titb-20
The Kingdom,52.0,56.0,54,76.0,61.0,15,68.5,-14.5,thriller,thriller,original screenplay,17.135055,17135055.0,47.536778,47536778.0,39.072011,39072011,86608789.0,86.608789,0.4511321709,80.0,1.082609863,0.2141881875,2007.0,,,http://www.amazon.co.uk/KINGDOM-Jamie-Foxx/dp/B00FZUD37M/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386658&sr=1-1&keywords=the+kingdom
Early Man,81.0,68.0,74.5,51.0,64.0,-13,57.5,17,Adventure,Adventure,original screenplay,3.190525,3190525.0,8.267544,8267544.0,45.728842,45728842,53996386.0,539.96386,0.8468870861,50.0,1.07992772,0.0638105,2018.0,,,https://www.amazon.com/Early-Man-Eddie-Redmayne/dp/B07B36DZ7C/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970472&sr=1-2&keywords=Early+Man
Gods of Egypt,16.0,25.0,20.5,38.0,45.0,-7,41.5,-21,Adventure,Adventure,original screenplay,14.123903,14123903.0,31.153464,31153464.0,119.5274,119527400,150680864.0,150.680864,0.7932487034,140.0,1.076291886,0.1008850214,2016.0,,,https://www.amazon.com/Gods-Egypt-Nikolaj-Coster-Waldau/dp/B01BZHA6WI/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218857&sr=1-1&keywords=Gods+of+Egypt
CHiPs,17.0,28.0,22.5,45.0,42.0,3,43.5,-21,action,"action, comedy",adaptation,7.722802,7722802.0,18.600152,18600152.0,8.2,8200000,26800152.0,26.800152,0.3059684139,25.0,1.07200608,0.30891208,2017.0,,,https://www.amazon.co.uk/CHiPs-Law-Disorder-Dax-Shepard/dp/B06XTTD233/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978236&sr=1-1&keywords=CHiPs
The Darkest Minds,17.0,39.0,28,76.0,55.0,21,65.5,-37.5,thriller,"Thriller, Suspense",adaptation,5.842609,5842609.0,12.481384,12481384.0,23.859536,23859536,36340920.0,363.4092,0.6565473852,34.0,1.068850588,0.1718414412,2018.0,,,https://www.amazon.com/Darkest-Minds-Amandla-Stenberg/dp/B07G2T5SHR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974961&sr=1-1&keywords=The+Darkest+Minds
Whip It ,84.0,68.0,76,73.0,69.0,4,71,5,drama,sport,adaptation,4.7,4700000.0,13.0,13000000.0,3.59,3590000,16000000.0,16.0,0.224375,15.0,1.066666667,0.3133333333,2009.0,,,http://www.amazon.com/gp/product/B003413LI0/?tag=titb-20
Get On Up,80.0,71.0,75.5,70.0,71.0,-1,70.5,5,biography,"biography, drama, music",based on a true story,13.585915,13585915.0,30.7031,30703100.0,1.208498,1208498,31911598.0,31.911598,0.03787018124,30.0,1.063719933,0.4528638333,2014.0,,,http://www.amazon.com/gp/product/B00QRPEZ3K/?tag=titb-20
A Wrinkle in Time,42.0,53.0,47.5,29.0,29.0,0,29,18.5,Adventure,Adventure,adaptation,33.123609,33123609.0,100.478608,100478608.0,32.197256,32197256,132675864.0,1326.75864,0.2426760605,125.0,1.061406912,0.264988872,2018.0,,,https://www.amazon.com/Wrinkle-Time-Oprah-Winfrey/dp/B07B3PW72Q/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964078&sr=1-2&keywords=A+Wrinkle+in+Time
My Life in Ruins ,9.0,34.0,21.5,43.0,67.0,-24,55,-33.5,comedy,"comedy, romance",original screenplay,3.2,3200000.0,8.67,8670000.0,11.79,11790000,18010000.0,18.01,0.6546363132,17.0,1.059411765,0.1882352941,2009.0,,,http://www.amazon.com/gp/product/B009EEJKV8/?tag=titb-20
Midway,43.0,47.0,45,92.0,53.0,39,72.5,-27.5,Action,Action,based on a true story,17.897419,17897419.0,51.189922,51189922.0,54.715413,54715413,105905335.0,105.905335,0.5166445392,100.0,1.05905335,0.17897419,2019.0,,,https://www.amazon.co.uk/Midway-Ed-Skrein/dp/B0813RB4BB/ref=sr_1_2?crid=2JA9E6RVO9D8Y&keywords=midway+2019&qid=1577973725&s=instant-video&sprefix=Midway%2Cinstant-video%2C150&sr=1-2
Nocturnal Animals,71.0,67.0,69,76.0,81.0,-5,78.5,-9.5,drama,"drama, thriller",adaptation,3.161381,3161381.0,10.286142,10286142.0,13.398972,13398972,23685114.0,23.685114,0.5657127933,22.5,1.052671733,0.1405058222,2016.0,,,https://www.amazon.com/Nocturnal-Animals-Amy-Adams/dp/B01NAG5VL9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1483640892&sr=1-1&keywords=nocturnal+animals+movie
The Spy Next Door,13.0,27.0,20,46.0,47.0,-1,46.5,-26.5,action,"action, comedy, family",original screenplay,9.7,9700000.0,24.31,24310000.0,20.93,20930000,45240000.0,45.24,0.4626436782,43.0,1.052093023,0.2255813953,2010.0,,,http://www.amazon.com/gp/product/B003MUQT0A/?tag=titb-20
Loving Vincent,82.0,62.0,72,89.0,84.0,5,86.5,-14.5,animation,animation,based on a true story,0.02318,23180.0,5.784242,5784242.0,0.0,0,5784242.0,5.784242,0.0,5.5,1.051680364,0.004214545455,2017.0,,,https://www.amazon.co.uk/Loving-Vincent-Aidan-Turner/dp/B078TY5CR3/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978897&sr=1-1&keywords=Loving+Vincent
Next,29.0,42.0,35.5,53.0,59.0,-6,56,-20.5,sci-fi,"sci-fi, thriller",adaptation,7.133049,7133049.0,18.211013,18211013.0,55.330487,55330487,73541500.0,73.5415,0.7523709334,70.0,1.050592857,0.1019007,2007.0,,,-
Extremely Loud and Incredibly Close,47.0,46.0,46.5,62.0,60.0,2,61,-14.5,adventure,"adventure, mystery",adaptation,10.04,10040000.0,31.847,31847000.0,23.4,23400000,41887031.85,41.88703185,0.5586454558,40.0,1.047175796,0.251,2011.0,,,http://www.amazon.com/gp/product/B007P3S1AQ/?tag=titb-20
The Guilt Trip,38.0,50.0,44,40.0,66.0,-26,53,-9,comedy,comedy,original screenplay,5.0,5290629.0,37.0,37134215.0,4.729511,4729511,41860614.0,42.0,0.1129823609,40.0,1.0465,0.125,2012.0,,,http://www.amazon.com/gp/product/B00BMT9SQA/?tag=titb-20
Jupiter Ascending,26.0,40.0,33,40.0,45.0,-5,42.5,-9.5,sci-fi,sci-fi,original screenplay,18.372372,18372372.0,47.387723,47387723.0,136.5,136500000,183887723.0,183.887723,0.7423007788,176.0,1.044816608,0.1043884773,2015.0,,,http://www.amazon.com/gp/product/B00T9DLXYQ/?tag=titb-20
Allied,61.0,60.0,60.5,68.0,63.0,5,65.5,-5,romance,"romance, thriller",original screenplay,12.701743,12701743.0,39.675535,39675535.0,48.927686,48927686,88603221.0,88.603221,0.5522111437,85.0,1.042390835,0.1494322706,2016.0,,,https://www.amazon.com/Allied-Brad-Pitt/dp/B01N8STV3U/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1483640913&sr=1-1&keywords=allied
Inkheart ,39.0,50.0,44.5,51.0,59.0,-8,55,-10.5,adventure,"adventure, family, fantasy",adaptation,7.6,7600000.0,17.3,17300000.0,45.14,45140000,62440000.0,62.44,0.7229340167,60.0,1.040666667,0.1266666667,2009.0,,,http://www.amazon.com/gp/product/B002BCTM4A/?tag=titb-20
Year One ,14.0,34.0,24,31.0,47.0,-16,39,-15,adventure,"adventure, comedy ",original screenplay,19.6,19600000.0,43.33,43330000.0,19.02,19020000,62350000.0,62.35,0.3050521251,60.0,1.039166667,0.3266666667,2009.0,,,http://www.amazon.com/gp/product/B002N62FZC/?tag=titb-20
Pride & Glory,34.0,45.0,39.5,54.0,71.0,-17,62.5,-23,crime,"crime, thriller",original screenplay,6.26,6260000.0,15.74,15740000.0,15.41,15410000,31150000.0,31.15,0.4947030498,30.0,1.038333333,0.2086666667,2008.0,,,http://www.amazon.com/gp/product/B001QV6KE2/?tag=titb-20
Furry Vengeance	,8.0,23.0,15.5,36.0,30.0,6,33,-17.5,comedy,"comedy, family",original screenplay,6.6,6600000.0,17.63,17630000.0,18.61,18610000,36240000.0,36.24,0.5135209713,35.0,1.035428571,0.1885714286,2010.0,,,http://www.amazon.com/gp/product/B003SJ6W4I/?tag=titb-20
Anna,36.0,40.0,38,81.0,64.0,17,72.5,-34.5,Action,Action,original screenplay,3.600647,3600647.0,7.743794,7743794.0,23.174932,23174932,30918726.0,30.918726,0.7495435614,30.0,1.0306242,0.1200215667,2019.0,,,https://www.amazon.co.uk/Anna-Sasha-Luss/dp/B07TLZ5G6T/ref=sr_1_1?keywords=Anna&qid=1577973080&s=instant-video&sr=1-1
Deepwater Horizon,84.0,68.0,76,86.0,75.0,11,80.5,-4.5,Drama,Drama,based on a true story,20.223544,20223544.0,60.608245,60608245.0,52.245472,52245472,112853717.0,112.853717,0.4629486152,110.0,1.025942882,0.1838504,2016.0,,,https://www.amazon.com/Deepwater-Horizon-Mark-Wahlberg/dp/B01LXO0XSB/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219115&sr=1-1&keywords=Deepwater+Horizon
Real Steel,58.0,56.0,57,81.0,71.0,10,76,-19,action,"action, sci-fi",adaptation,27.32,27320000.0,85.47,85470000.0,213.8,213800000,112790085.5,112.7900855,1.89555668,110.0,1.025364413,0.2483636364,2011.0,,,http://www.amazon.com/gp/product/B006PZBRCY/?tag=titb-20
Igor,36.0,40.0,38,42.0,59.0,-17,50.5,-12.5,animation,"animation, comedy, family",original screenplay,7.8,7800000.0,19.53,19530000.0,11.22,11220000,30750000.0,30.75,0.3648780488,30.0,1.025,0.26,2008.0,,,http://www.amazon.com/gp/product/B001RMYGXM/?tag=titb-20
Arrival,93.0,81.0,87,82.0,81.0,1,81.5,5.5,Drama,Drama,adaptation,24.074047,24074047.0,25.943101,25943101.0,21.993825,21993825,47936926.0,47.936926,0.4588075798,47.0,1.019934596,0.512213766,2016.0,,,https://www.amazon.com/Arrival-Amy-Adams/dp/B01M3XJHGR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218714&sr=1-1&keywords=Arrival
From Paris with Love,38.0,42.0,40,57.0,66.0,-9,61.5,-21.5,action,"action, crime, thriller",original screenplay,8.2,8200000.0,24.08,24080000.0,28.75,28750000,52830000.0,52.83,0.5441983721,52.0,1.015961538,0.1576923077,2010.0,,,http://www.amazon.com/gp/product/B003KN5DTC/?tag=titb-20
Miss Bala,22.0,79.0,50.5,62.0,69.0,-7,65.5,-15,Action,"Action, Drama, Thriller",adaptation,6.864744,6864744.0,15.006824,15006824.0,0.208841,208841,15215665.0,15.215665,0.01372539419,15.0,1.014377667,0.4576496,2019.0,,,https://www.amazon.co.uk/Miss-Bala-Anthony-Mackie/dp/B07PLKBS7W/ref=sr_1_1?crid=1KNLFNFWCYPU0&keywords=miss+bala&qid=1557074260&s=instant-video&sprefix=Miss+Bala%2Cinstant-video%2C237&sr=1-1-catcorr
Edge of Darkness,55.0,55.0,55,56.0,67.0,-11,61.5,-6.5,crime,"crime, mystery",adaptation,17.2,17200000.0,43.31,43310000.0,37.81,37810000,81120000.0,81.12,0.4660996055,80.0,1.014,0.215,2010.0,,,http://www.amazon.com/gp/product/B003GB2V3O/?tag=titb-20
Jack the Giant Slayer,52.0,51.0,51.5,55.0,61.0,-6,58,-6.5,Adventure,"Adventure, Drama, Fantasy, Romance",adaptation,27.202226,27202226.0,65.187603,65187603.0,132.5,132500000,197687603.0,197.687603,0.6702494137,195.0,1.013782579,0.1394985949,2013.0,,,http://www.amazon.com/gp/product/B00CISAPJS/?tag=titb-20
Victoria and Abdul,65.0,57.0,61,71.0,54.0,17,62.5,-1.5,drama,drama,based on a true story,0.158845,158845.0,22.15099,22150990.0,41.508267,41508267,63659257.0,63.659257,0.6520381945,62.8,1.013682436,0.002529378981,2017.0,,,https://www.amazon.co.uk/Victoria-Abdul-Judi-Dench/dp/B075L417XB/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980911&sr=1-1&keywords=Victoria+and+Abdul
The Mechanic,53.0,49.0,51,52.0,61.0,-9,56.5,-5.5,action,"action, crime, thriller",original screenplay,11.4,11400000.0,29.12,29120000.0,21.95,21950000,40520029.12,40.52002912,0.5417074093,40.0,1.013000728,0.285,2011.0,,,http://www.amazon.com/gp/product/B0052OWGYW/?tag=titb-20
Table 19,25.0,40.0,32.5,40.0,61.0,-21,50.5,-18,comedy,"comedy, drama",original screenplay,1.597928,1597928.0,3.614896,3614896.0,1.427118,1427118,5042014.0,5.042014,0.2830452276,5.0,1.0084028,0.3195856,2017.0,,,https://www.amazon.co.uk/Table-19-Anna-Kendrick/dp/B06Y1MSXGM/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978586&sr=1-1&keywords=Table+19
Ingrid Goes West,85.0,71.0,78,73.0,73.0,0,73,5,comedy,comedy,original screenplay,0.135301,135301.0,3.024308,3024308.0,0.0,0,3024308.0,3.024308,0.0,3.0,1.008102667,0.04510033333,2017.0,,,https://www.amazon.co.uk/Ingrid-Goes-West-Aubrey-Plaza/dp/B07BB6RM46/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981553&sr=1-1&keywords=Ingrid+Goes+West
Absolutely Fabulous: The Movie,60.0,59.0,59.5,48.0,44.0,4,46,13.5,Comedy,Comedy,adaptation,1.861118,1861118.0,4.761241,4761241.0,32.508768,32508768,37270009.0,37.270009,0.8722500711,37.0,1.007297541,0.05030048649,2016.0,,,https://www.amazon.com/Absolutely-Fabulous-Movie-Jennifer-Saunders/dp/B01MQFOPN1/ref=sr_1_cc_1?s=aps&ie=UTF8&qid=1481217851&sr=1-1-catcorr&keywords=Absolutely+Fabulous%3A+The+Movie
The Watch,17.0,36.0,26.5,40.0,55.0,-15,47.5,-21,comedy,"comedy, sci-fi",original screenplay,13.0,12750297.0,35.0,35353000.0,32.914862,32914862,68267862.0,68.0,0.4821428566,68.0,1.0039,0.1911764706,2012.0,,,http://www.amazon.com/gp/product/B00A6N773O/?tag=titb-20
Beautiful Creatures,46.0,52.0,49,54.0,61.0,-7,57.5,-8.5,Drama,"Drama, Fantasy, Romance",adaptation,7.582595,7582595.0,19.452138,19452138.0,40.6,40600000,60052138.0,60.052138,0.6760791764,60.0,1.000868967,0.1263765833,2013.0,,,http://www.amazon.com/gp/product/B00CWVGS10/?tag=titb-20
Where the Wild Things Are ,73.0,71.0,72,59.0,64.0,-5,61.5,10.5,adventure,"adventure, family ",adaptation,32.7,32700000.0,77.23,77230000.0,22.85,22850000,100080000.0,100.08,0.2283173461,100.0,1.0008,0.327,2009.0,,,http://www.amazon.com/gp/product/B00364NVKS/?tag=titb-20
Eighth Grade,98.0,90.0,94,86.0,84.0,2,85,9,Drama,Drama,original screenplay,0.263797,263797.0,12.506396,12506396.0,0.0,0,12506396.0,125.06396,0.0,12.5,1.00051168,0.02110376,2018.0,,,https://www.amazon.com/Eighth-Grade-Elsie-Fisher/dp/B07FJNMSFN/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970482&sr=1-1&keywords=Eighth+Grade
The Brave One,43.0,56.0,49.5,64.0,71.0,-7,67.5,-18,drama,"drama, thriller",original screenplay,13.471488,13471488.0,36.793804,36793804.0,32.993859,32993859,69787663.0,69.787663,0.4727749516,70.0,0.9969666143,0.1924498286,2007.0,,,http://www.amazon.co.uk/Brave-One-Jodie-Foster/dp/B00ESZZNBE/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386585&sr=1-1&keywords=The+Brave+One
Evan Almighty,23.0,37.0,30,52.0,47.0,5,49.5,-19.5,fantasy,"fantasy, comedy",sequel,31.192615,31192615.0,100.462298,100462298.0,72.92959,72929590,173391888.0,173.391888,0.4206055476,175.0,0.9908107886,0.1782435143,2007.0,,,http://www.amazon.co.uk/Evan-Almighty-Steve-Carell/dp/B0115JWHSW/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385807&sr=1-1&keywords=Evan+Almighty
Dragon Wars (aka D-War),27.0,33.0,30,19.0,29.0,-10,24,6,action,"action, fantasy",original screenplay,5.041239,5041239.0,10.977721,10977721.0,63.274132,63274132,74251853.0,74.251853,0.8521555954,75.0,0.9900247067,0.06721652,2007.0,,,http://www.amazon.co.uk/Dragon-Wars-Amanda-Brooks-Jason/dp/B00IK6HEB4/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385774&sr=1-1&keywords=Dragon+Wars
Bad Times at the El Royale,74.0,60.0,67,75.0,74.0,1,74.5,-7.5,thriller,Thriller,original screenplay,7.132647,7132647.0,17.839115,17839115.0,13.777762,13777762,31616877.0,316.16877,0.4357723883,32.0,0.9880274063,0.2228952188,2018.0,,,https://www.amazon.com/Bad-Times-at-El-Royale/dp/B07J5PVR6M/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970025&sr=1-1&keywords=Bad+Times+at+the+El+Royale
A United Kingdom,84.0,65.0,74.5,78.0,65.0,13,71.5,3,drama,drama,based on a true story,0.06651,66510.0,3.902185,3902185.0,9.916954,9916954,13819139.0,13.819139,0.717624593,14.0,0.9870813571,0.004750714286,2017.0,,,https://www.amazon.co.uk/United-Kingdom-David-Oyelowo/dp/B01N0EMX88/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981660&sr=1-1&keywords=A+United+Kingdom
The End of the Tour,91.0,82.0,86.5,88.0,79.0,9,83.5,3,drama,drama,adaptation,0.123238,123238.0,2.961006,2961006.0,0.0,111460,2961006.0,2.961006,0.037642612,3.0,0.987002,0.04107933333,2015.0,,,http://www.amazon.com/gp/product/B017CBOWEO/?tag=titb-20
Sex Drive,46.0,49.0,47.5,61.0,71.0,-10,66,-18.5,adventure,"adventure, comedy, romance",adaptation,3.61,3610000.0,8.4,8400000.0,10.35,10350000,18750000.0,18.75,0.552,19.0,0.9868421053,0.19,2008.0,,,http://www.amazon.com/gp/product/B001UODAPC/?tag=titb-20
Cold Pursuit,69.0,57.0,63,58.0,60.0,-2,59,4,Action,"Action, Drama, Thriller, Crime",remake / reboot,11.030233,11030233.0,32.05071,32050710.0,27.075069,27075069,59125779.0,59.125779,0.4579232521,60.0,0.98542965,0.1838372167,2019.0,,,https://www.amazon.co.uk/Cold-Pursuit-Liam-Neeson/dp/B07P1B6CP2/ref=sr_1_1?crid=1ZYE6J7L42KX6&keywords=cold+pursuit&qid=1557072845&s=instant-video&sprefix=Cold+Pursuit%2Cinstant-video%2C140&sr=1-1
First Reformed,93.0,85.0,89,69.0,77.0,-8,73,16,thriller,"Thriller, Suspense",original screenplay,0.097562,97562.0,3.448256,3448256.0,0.0,0,3448256.0,34.48256,0.0,3.5,0.985216,0.02787485714,2018.0,,,https://www.amazon.com/First-Reformed-Ethan-Hawke/dp/B07D6V7MRJ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974441&sr=1-2&keywords=First+Reformed
Cirque du Freak: The Vampire's Assistant ,38.0,43.0,40.5,50.0,58.0,-8,54,-13.5,action,"action, adventure, fantasy",adaptation,6.3,6300000.0,13.87,13870000.0,25.36,25360000,39230000.0,39.23,0.6464440479,40.0,0.98075,0.1575,2009.0,,,http://www.amazon.com/gp/product/B0035FRYR4/?tag=titb-20
Same Kind of Different as Me,29.0,49.0,39,92.0,70.0,22,81,-42,drama,drama,adaptation,2.591985,2591985.0,6.35491,6354910.0,0.0,0,6354910.0,6.35491,0.0,6.5,0.9776784615,0.3987669231,2017.0,,,https://www.amazon.co.uk/Same-Kind-Different-as-Me/dp/B07BFHF3P9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977496&sr=1-1&keywords=Same+Kind+of+Different+as+Me
The Change Up,24.0,39.0,31.5,53.0,58.0,-5,55.5,-24,comedy,comedy,original screenplay,13.53,13530000.0,37.08,37080000.0,38.37,38370000,50610037.08,50.61003708,0.7581500077,52.0,0.9732699438,0.2601923077,2011.0,,,http://www.amazon.com/gp/product/B0064J6OMO/?tag=titb-20
What's Your Number,24.0,35.0,29.5,50.0,52.0,-2,51,-21.5,comedy,"comedy, romance",adaptation,5.42,5420000.0,14.01,14010000.0,16.42,16420000,19430014.01,19.43001401,0.8450843109,20.0,0.9715007005,0.271,2011.0,,,http://www.amazon.com/gp/product/B006VRZ5YM/?tag=titb-20
The Founder,83.0,66.0,74.5,82.0,73.0,9,77.5,-3,drama,drama,based on a true story,3.404102,3404102.0,12.786053,12786053.0,11.335192,11335192,24121245.0,24.121245,0.469925661,25.0,0.9648498,0.13616408,2017.0,,,https://www.amazon.co.uk/Founder-Michael-Keaton/dp/B01MUHWG3P/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980759&sr=1-1&keywords=The+Founder
Almost Christmas,50.0,55.0,52.5,72.0,57.0,15,64.5,-12,Drama,Drama,original screenplay,15.134235,15134235.0,15.970925,15970925.0,0.290351,290351,16261276.0,16.261276,0.01785536387,17.0,0.9565456471,0.8902491176,2016.0,,,https://www.amazon.com/Almost-Christmas-Kimberly-Elise/dp/B01M3UN2YA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218432&sr=1-1&keywords=Almost+Christmas
Funny People ,68.0,60.0,64,58.0,64.0,-6,61,3,comedy,comedy,original screenplay,22.7,22700000.0,51.85,51850000.0,19.73,19730000,71580000.0,71.58,0.2756356524,75.0,0.9544,0.3026666667,2009.0,,,http://www.amazon.com/gp/product/B002U5SDNY/?tag=titb-20
American Animals,86.0,66.0,76,85.0,80.0,5,82.5,-6.5,thriller,"Thriller, Suspense",based on a true story,0.134793,134793.0,2.853526,2853526.0,0.0,0,2853526.0,28.53526,0.0,3.0,0.9511753333,0.044931,2018.0,,,https://www.amazon.com/American-Animals-Evan-Peters/dp/B07DD6WNTN/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964446&sr=1-2&keywords=American+Animals
Green Zone,53.0,63.0,58,60.0,66.0,-6,63,-5,action,"action, thriller",adaptation,14.3,14300000.0,35.05,35050000.0,59.83,59830000,94880000.0,94.88,0.6305860034,100.0,0.9488,0.143,2010.0,,,http://www.amazon.com/gp/product/B003K07DUC/?tag=titb-20
The 33,42.0,55.0,48.5,63.0,52.0,11,57.5,-9,drama,drama,based on a true story,5.787266,5787266.0,11.94489,11944890.0,12.675001,12675001,24619891.0,24.619891,0.5148276652,26.0,0.9469188846,0.2225871538,2015.0,,,http://www.amazon.com/gp/product/B01B3NR5ZK/?tag=titb-20
The Dilemma,23.0,46.0,34.5,31.0,44.0,-13,37.5,-3,comedy,comedy,original screenplay,17.8,17800000.0,48.48,48480000.0,21.25,21250000,66280048.48,66.28004848,0.3206093008,70.0,0.9468578354,0.2542857143,2011.0,,,http://www.amazon.com/gp/product/B004YJ1MF0/?tag=titb-20
Bangkok Dangerous,9.0,24.0,16.5,33.0,53.0,-20,43,-26.5,action,"action, crime, thriller",remake / reboot,7.8,7800000.0,15.3,15300000.0,27.19,27190000,42490000.0,42.49,0.6399152742,45.0,0.9442222222,0.1733333333,2008.0,,,http://www.amazon.com/gp/product/B001OFA37K/?tag=titb-20
Masterminds,31.0,47.0,39,42.0,46.0,-4,44,-5,Comedy,Comedy,based on a true story,6.541205,6541205.0,17.356894,17356894.0,6.169416,6169416,23526310.0,23.52631,0.2622347491,25.0,0.9410524,0.2616482,2016.0,,,-
Ben-Hur,25.0,38.0,31.5,61.0,45.0,16,53,-21.5,Drama,Drama,adaptation,11.203815,11203815.0,26.410477,26410477.0,67.650834,67650834,94061311.0,94.061311,0.7192206156,100.0,0.94061311,0.11203815,2016.0,,,https://www.amazon.com/Ben-Hur-Jack-Huston/dp/B01K5BVHV4/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218731&sr=1-1&keywords=Ben-Hur
The Diary of a Teenage Girl,95.0,87.0,91,80.0,64.0,16,72,19,drama,drama,adaptation,0.393153,393153.0,1.477002,1477002.0,0.4,400000,1877002.0,1.877002,0.2131057932,2.0,0.938501,0.1965765,2015.0,,,http://www.amazon.com/gp/product/B019HR51KA/?tag=titb-20
Hot Tub Time Machine 2,14.0,29.0,21.5,28.0,34.0,-6,31,-9.5,comedy,comedy,sequel,5.963324,5963324.0,12.314651,12314651.0,0.767,767000,13081651.0,13.081651,0.05863174304,14.0,0.9344036429,0.4259517143,2015.0,,,http://www.amazon.com/gp/product/B00VRTFJYK/?tag=titb-20
MacGruber,47.0,43.0,45,33.0,60.0,-27,46.5,-1.5,action,"action, comedy",adaptation,4.0,4000000.0,8.53,8530000.0,0.8,800000,9330000.0,9.33,0.0857449089,10.0,0.933,0.4,2010.0,,,http://www.amazon.com/gp/product/B003WKQXCO/?tag=titb-20
The Wolfman,33.0,43.0,38,38.0,51.0,-13,44.5,-6.5,horror,"horror, thriller",remake / reboot,31.5,31500000.0,61.98,61980000.0,77.81,77810000,139790000.0,139.79,0.5566206453,150.0,0.9319333333,0.21,2010.0,,,http://www.amazon.com/gp/product/B003OUMKQA/?tag=titb-20
Fired Up! ,22.0,31.0,26.5,52.0,58.0,-6,55,-28.5,comedy,comedy,original screenplay,5.5,5500000.0,17.2,17200000.0,1.37,1370000,18600000.0,18.6,0.07365591398,20.0,0.93,0.275,2009.0,,,http://www.amazon.com/gp/product/B0090QI22I/?tag=titb-20
Baby Mama,63.0,55.0,59,59.0,63.0,-4,61,-2,comedy,"comedy, romance",original screenplay,17.41,17410000.0,60.49,60490000.0,3.67,3670000,64160000.0,64.16,0.05720074813,70.0,0.9165714286,0.2487142857,2008.0,,,http://www.amazon.com/gp/product/B001HQKB1Y/?tag=titb-20
The Ruins,46.0,44.0,45,32.0,54.0,-22,43,2,horror,"horror, thriller",adaptation,8.0,8000000.0,17.43,17430000.0,5.3,5300000,22730000.0,22.73,0.2331720194,25.0,0.9092,0.32,2008.0,,,http://www.amazon.com/gp/product/B001DIAXA0/?tag=titb-20
In the Heart of the Sea,43.0,47.0,45,57.0,70.0,-13,63.5,-18.5,drama,drama,adaptation,11.053366,11053366.0,24.76035,24760350.0,65.6,65600000,90360350.0,90.36035,0.7259821371,100.0,0.9036035,0.11053366,2015.0,,,http://www.amazon.com/gp/product/B0197GGS6M/?tag=titb-20
